INCIDENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,DISPATCH_RESPONSE_SECONDS_QY,TRAVEL_TIME_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,INCIDENT_CLASSIFICATION_GROUP,PROPERTY_USE_DESCRIPTION,BOROUGH,ZIPCODE,CITY_COUNCIL_DIST,LATITUDE,LONGITUDE,YEAR,MONTH,DAY_OF_WEEK,HOUR
2018-01-12 06:15:00,966,369,466,5,0,OUTSIDE FIRE,Industrial,QUEENS,10301,31,40.501503,-73.847759,2018,1,Sat,6
2023-04-18 04:17:00,1049,500,398,3,0,NONSTRUCTURAL FIRE,Storage,QUEENS,10031,28,40.671617,-73.961817,2023,4,Sun,4
2017-11-16 01:52:00,548,125,317,1,0,ELECTRICAL FIRE,Residential - Multifamily,BROOKLYN,10001,50,40.65058,-73.787508,2017,11,Mon,1
2017-12-04 14:48:00,662,242,230,3,1,UNUSUAL INCIDENT,Healthcare,BRONX,10001,33,40.648224,-74.232364,2017,12,Mon,14
2015-09-22 13:38:00,692,265,300,1,1,GARBAGE FIRE,Commercial - Mercantile,BRONX,10002,43,40.721601,-74.221074,2015,9,Mon,13
2023-09-06 08:39:00,888,122,467,1,1,ELECTRICAL FIRE,Industrial,QUEENS,10002,12,40.677866,-74.202045,2023,9,Sat,8
2016-02-17 04:12:00,727,284,246,4,3,APPLIANCE FIRE,Residential - Multifamily,BROOKLYN,10302,42,40.730631,-73.839032,2016,2,Sun,4
2021-06-12 17:11:00,724,177,502,3,1,APPLIANCE FIRE,Assembly,QUEENS,11205,44,40.8719,-73.839215,2021,6,Sun,17
2016-03-22 13:39:00,867,254,411,5,0,MAJOR FIRE,Industrial,QUEENS,10001,51,40.648739,-73.745112,2016,3,Tue,13
2023-12-24 02:03:00,609,188,307,3,1,GARBAGE FIRE,Industrial,MANHATTAN,10452,31,40.714043,-73.751135,2023,12,Mon,2
2017-01-05 20:36:00,860,243,431,2,3,STRUCTURAL FIRE,Assembly,BRONX,10001,50,40.730756,-74.005961,2017,1,Mon,20
2018-06-14 11:16:00,1129,312,746,2,0,GARBAGE FIRE,Industrial,QUEENS,10031,20,40.788338,-74.252819,2018,6,Sun,11
2017-03-10 09:24:00,608,234,360,1,0,STRUCTURAL FIRE,Assembly,BRONX,10002,5,40.596642,-73.707194,2017,3,Thu,9
2022-06-23 17:46:00,502,170,251,2,1,ELECTRICAL FIRE,Storage,QUEENS,10452,24,40.639602,-74.18435,2022,6,Wed,17
2019-09-19 05:51:00,824,537,142,1,4,OUTSIDE FIRE,Residential - Single Family,MANHATTAN,10302,7,40.552444,-73.995047,2019,9,Sun,5
2024-03-08 21:32:00,883,249,482,2,2,NONSTRUCTURAL FIRE,Residential - Multifamily,BRONX,11205,1,40.88854,-73.749139,2024,3,Sun,21
2022-11-21 23:10:00,1056,453,336,3,0,CAR FIRE,Educational,QUEENS,10302,9,40.717981,-73.821635,2022,11,Sun,23
2016-08-18 08:56:00,503,265,196,4,2,STRUCTURAL FIRE,Commercial - Office,MANHATTAN,10001,14,40.760898,-73.873307,2016,8,Thu,8
2019-06-20 04:37:00,1105,592,333,4,2,STRUCTURAL FIRE,Residential - Single Family,BROOKLYN,10302,13,40.742005,-73.833291,2019,6,Tue,4
2019-11-24 22:30:00,1333,569,481,1,1,APPLIANCE FIRE,Residential - Single Family,MANHATTAN,11368,38,40.685325,-74.173964,2019,11,Sat,22
2018-01-12 06:48:00,1061,344,682,3,0,NONSTRUCTURAL FIRE,Commercial - Office,QUEENS,11368,47,40.521894,-74.172381,2018,1,Tue,6
2019-05-15 09:06:00,1007,482,307,2,0,OUTSIDE FIRE,Healthcare,QUEENS,11368,30,40.619243,-73.733545,2019,5,Mon,9
2022-12-12 14:24:00,761,221,372,1,1,MAJOR FIRE,Educational,BRONX,11201,6,40.819681,-73.916896,2022,12,Thu,14
2015-08-13 16:24:00,977,514,297,2,0,MAJOR FIRE,Assembly,BROOKLYN,10001,1,40.608925,-73.902022,2015,8,Thu,16
2018-01-07 19:06:00,705,239,344,1,2,MAJOR FIRE,Healthcare,MANHATTAN,11201,16,40.900902,-74.150806,2018,1,Thu,19
2020-12-25 07:56:00,812,463,224,2,2,APPLIANCE FIRE,Industrial,MANHATTAN,10002,25,40.74953,-74.037068,2020,12,Tue,7
2022-11-20 04:41:00,730,147,433,2,0,UNUSUAL INCIDENT,Residential - Single Family,STATEN ISLAND,10002,15,40.808552,-74.062376,2022,11,Mon,4
2024-12-28 10:08:00,761,257,214,1,0,STRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,10451,31,40.703724,-73.774029,2024,12,Wed,10
2017-05-23 06:54:00,684,251,327,2,0,CAR FIRE,Transportation,BROOKLYN,10031,25,40.614617,-74.103065,2017,5,Wed,6
2022-04-17 09:55:00,1013,131,592,1,1,UTILITY EMERGENCY,Healthcare,BROOKLYN,10301,38,40.819364,-73.776294,2022,4,Mon,9
2022-02-10 12:55:00,1168,362,525,2,0,STRUCTURAL FIRE,Educational,STATEN ISLAND,10001,36,40.603345,-73.817116,2022,2,Wed,12
2016-06-17 01:34:00,705,411,291,1,0,NONSTRUCTURAL FIRE,Residential - Multifamily,BRONX,10001,40,40.761901,-73.845122,2016,6,Fri,1
2017-03-14 07:38:00,1060,635,259,5,1,MAJOR FIRE,Healthcare,QUEENS,10451,38,40.75259,-73.961582,2017,3,Mon,7
2021-10-28 04:09:00,1013,172,645,1,2,ELECTRICAL FIRE,Assembly,BROOKLYN,11368,12,40.653814,-74.038175,2021,10,Thu,4
2020-04-23 18:54:00,796,179,443,3,3,GARBAGE FIRE,Transportation,BROOKLYN,10302,22,40.545301,-73.892826,2020,4,Tue,18
2023-03-25 02:01:00,818,221,485,1,1,OUTSIDE FIRE,Residential - Multifamily,MANHATTAN,10452,25,40.542712,-73.879953,2023,3,Fri,2
2019-03-28 13:27:00,530,203,237,1,2,UTILITY EMERGENCY,Assembly,BROOKLYN,10302,47,40.575296,-73.87689,2019,3,Wed,13
2015-07-20 07:50:00,727,162,455,2,2,MAJOR FIRE,Residential - Single Family,MANHATTAN,11205,49,40.906248,-74.187213,2015,7,Sat,7
2015-02-05 15:30:00,712,293,333,2,2,ELECTRICAL FIRE,Transportation,QUEENS,10301,14,40.707248,-73.864027,2015,2,Sat,15
2021-01-26 15:51:00,907,264,382,2,1,GARBAGE FIRE,Transportation,BROOKLYN,11205,42,40.827382,-73.890703,2021,1,Mon,15
2022-11-21 15:11:00,892,377,349,3,3,UNUSUAL INCIDENT,Residential - Multifamily,BRONX,10031,8,40.687639,-74.243494,2022,11,Thu,15
2024-02-07 16:58:00,951,176,688,4,1,UTILITY EMERGENCY,Industrial,BROOKLYN,10301,8,40.807173,-74.044353,2024,2,Tue,16
2024-01-28 05:42:00,997,558,192,2,0,APPLIANCE FIRE,Assembly,BROOKLYN,11205,30,40.832162,-74.136357,2024,1,Fri,5
2024-06-28 16:48:00,468,163,264,2,2,MAJOR FIRE,Educational,BRONX,10031,42,40.884594,-74.166898,2024,6,Thu,16
2019-08-22 03:45:00,609,112,491,2,1,ELECTRICAL FIRE,Commercial - Office,QUEENS,11368,36,40.88238,-73.909874,2019,8,Sat,3
2017-07-19 15:48:00,1076,473,450,2,2,UNUSUAL INCIDENT,Storage,BRONX,10031,36,40.574948,-74.246724,2017,7,Mon,15
2015-10-25 01:39:00,803,277,269,4,2,UTILITY EMERGENCY,Industrial,BROOKLYN,10031,36,40.653879,-74.170598,2015,10,Sun,1
2019-07-28 07:59:00,681,226,276,1,0,MAJOR FIRE,Transportation,QUEENS,11205,4,40.878616,-74.054649,2019,7,Wed,7
2017-12-21 14:50:00,957,393,308,1,2,STRUCTURAL FIRE,Educational,BRONX,11205,23,40.517295,-73.993756,2017,12,Wed,14
2023-07-18 01:54:00,667,264,202,2,1,STRUCTURAL FIRE,Assembly,QUEENS,10301,12,40.570668,-74.149055,2023,7,Mon,1
2016-09-02 16:17:00,549,204,188,2,2,UNUSUAL INCIDENT,Residential - Multifamily,BROOKLYN,11368,21,40.771619,-73.932207,2016,9,Thu,16
2024-01-04 08:37:00,999,262,548,3,3,UTILITY EMERGENCY,Industrial,BROOKLYN,10452,3,40.78913,-73.864172,2024,1,Fri,8
2015-05-16 12:02:00,908,446,260,1,3,MAJOR FIRE,Commercial - Mercantile,QUEENS,11368,34,40.875369,-73.746018,2015,5,Thu,12
2015-06-15 11:27:00,537,181,211,2,1,OUTSIDE FIRE,Industrial,BROOKLYN,10002,2,40.648546,-74.012742,2015,6,Mon,11
2021-02-02 09:27:00,1212,577,370,2,1,UTILITY EMERGENCY,Storage,QUEENS,11201,35,40.621344,-74.074957,2021,2,Thu,9
2022-08-01 09:18:00,751,319,300,1,0,UNUSUAL INCIDENT,Transportation,QUEENS,10001,43,40.634738,-74.023712,2022,8,Tue,9
2024-10-24 04:31:00,980,179,571,1,1,MAJOR FIRE,Residential - Single Family,BROOKLYN,10451,14,40.862094,-73.787974,2024,10,Wed,4
2017-10-06 20:03:00,820,188,385,3,1,UNUSUAL INCIDENT,Commercial - Mercantile,QUEENS,10031,7,40.592662,-74.125964,2017,10,Mon,20
2017-06-22 13:21:00,639,221,219,2,2,MAJOR FIRE,Educational,QUEENS,10002,47,40.557965,-74.048464,2017,6,Thu,13
2024-12-20 10:26:00,1237,280,855,3,2,UTILITY EMERGENCY,Storage,STATEN ISLAND,10031,37,40.558619,-73.819777,2024,12,Wed,10
2024-02-25 10:32:00,742,412,201,1,2,MAJOR FIRE,Storage,QUEENS,11201,20,40.596604,-73.734565,2024,2,Fri,10
2019-02-12 06:56:00,724,146,321,3,3,UNUSUAL INCIDENT,Commercial - Office,QUEENS,11368,30,40.84821,-73.731393,2019,2,Fri,6
2018-03-09 01:44:00,726,401,238,2,0,NONSTRUCTURAL FIRE,Educational,BROOKLYN,10031,41,40.677766,-74.232964,2018,3,Fri,1
2019-06-28 06:20:00,1516,646,581,2,1,MAJOR FIRE,Commercial - Mercantile,MANHATTAN,10302,35,40.902983,-73.872552,2019,6,Tue,6
2015-05-20 10:02:00,1004,351,466,4,2,CAR FIRE,Educational,QUEENS,11205,45,40.891483,-73.846076,2015,5,Thu,10
2020-07-10 23:51:00,708,164,483,2,0,NONSTRUCTURAL FIRE,Residential - Single Family,QUEENS,10001,37,40.800877,-74.022317,2020,7,Wed,23
2023-06-01 05:26:00,1071,179,825,3,1,NONSTRUCTURAL FIRE,Industrial,MANHATTAN,11368,39,40.704007,-73.717344,2023,6,Tue,5
2022-01-20 03:44:00,715,124,308,3,0,STRUCTURAL FIRE,Healthcare,BROOKLYN,11201,9,40.603691,-74.140235,2022,1,Mon,3
2019-08-13 10:55:00,839,404,340,2,1,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10302,26,40.868388,-73.828283,2019,8,Wed,10
2024-12-06 00:47:00,1063,291,735,1,1,MAJOR FIRE,Residential - Multifamily,BRONX,10302,29,40.827304,-73.962699,2024,12,Mon,0
2018-09-10 16:53:00,1211,369,633,1,0,STRUCTURAL FIRE,Commercial - Office,BRONX,11201,5,40.675226,-74.160278,2018,9,Wed,16
2015-04-12 10:49:00,837,268,428,2,2,GARBAGE FIRE,Commercial - Mercantile,MANHATTAN,11205,19,40.52272,-73.985929,2015,4,Tue,10
2023-11-06 07:31:00,630,333,237,4,1,CAR FIRE,Commercial - Mercantile,QUEENS,11205,21,40.724228,-73.892068,2023,11,Sun,7
2022-04-04 09:03:00,734,281,340,3,0,UTILITY EMERGENCY,Storage,QUEENS,10031,38,40.737028,-73.739661,2022,4,Sun,9
2023-08-17 08:33:00,1561,535,867,4,1,GARBAGE FIRE,Residential - Single Family,QUEENS,10031,26,40.877815,-73.80129,2023,8,Sat,8
2024-05-16 17:04:00,1100,311,699,1,1,UTILITY EMERGENCY,Educational,MANHATTAN,10302,5,40.793724,-74.185455,2024,5,Thu,17
2019-11-07 18:49:00,1908,755,898,1,0,MAJOR FIRE,Industrial,BROOKLYN,10002,25,40.902663,-74.253475,2019,11,Sat,18
2019-12-18 21:56:00,1276,481,579,3,2,GARBAGE FIRE,Commercial - Office,MANHATTAN,10302,22,40.67194,-74.071597,2019,12,Sat,21
2022-04-10 23:06:00,822,390,291,1,0,APPLIANCE FIRE,Commercial - Office,BROOKLYN,10001,43,40.674113,-73.905595,2022,4,Tue,23
2021-02-05 17:24:00,751,282,374,2,1,UTILITY EMERGENCY,Transportation,BRONX,11205,6,40.616252,-74.10447,2021,2,Fri,17
2024-03-22 15:39:00,961,147,645,2,1,GARBAGE FIRE,Commercial - Mercantile,BRONX,11201,19,40.651765,-73.781671,2024,3,Thu,15
2016-04-09 20:29:00,1044,298,482,2,2,MAJOR FIRE,Commercial - Mercantile,QUEENS,10451,41,40.631316,-73.906378,2016,4,Mon,20
2017-01-19 12:43:00,703,255,419,2,1,NONSTRUCTURAL FIRE,Residential - Multifamily,STATEN ISLAND,10451,47,40.663789,-74.060341,2017,1,Tue,12
2016-07-23 12:32:00,680,332,175,1,0,ELECTRICAL FIRE,Educational,MANHATTAN,10451,40,40.661762,-74.245482,2016,7,Fri,12
2022-01-09 09:54:00,593,247,215,2,1,CAR FIRE,Healthcare,MANHATTAN,10451,35,40.595378,-74.247627,2022,1,Tue,9
2016-11-01 05:36:00,596,221,142,3,3,STRUCTURAL FIRE,Transportation,QUEENS,10031,16,40.860478,-74.199085,2016,11,Wed,5
2017-11-27 11:56:00,1096,505,435,1,0,APPLIANCE FIRE,Assembly,QUEENS,10301,41,40.629277,-73.865185,2017,11,Thu,11
2023-07-06 17:52:00,1050,381,518,4,1,OUTSIDE FIRE,Commercial - Office,BRONX,10001,38,40.863172,-73.775379,2023,7,Mon,17
2023-06-22 06:10:00,947,211,527,2,1,CAR FIRE,Healthcare,BRONX,10301,20,40.728734,-74.220621,2023,6,Thu,6
2019-12-20 17:07:00,569,269,242,2,4,CAR FIRE,Industrial,BROOKLYN,11201,45,40.539636,-74.093958,2019,12,Mon,17
2016-10-10 21:11:00,565,234,252,1,1,GARBAGE FIRE,Commercial - Mercantile,QUEENS,10031,12,40.760479,-73.798295,2016,10,Thu,21
2015-11-17 09:45:00,937,237,534,4,1,UTILITY EMERGENCY,Commercial - Office,BRONX,10302,13,40.567601,-74.200412,2015,11,Tue,9
2022-07-22 19:15:00,931,444,472,1,0,OUTSIDE FIRE,Industrial,QUEENS,10451,12,40.853537,-74.145018,2022,7,Thu,19
2016-11-22 06:00:00,638,281,317,1,3,GARBAGE FIRE,Residential - Single Family,QUEENS,10001,18,40.764599,-74.128253,2016,11,Tue,6
2015-02-05 18:41:00,1405,913,378,2,1,STRUCTURAL FIRE,Commercial - Office,BROOKLYN,10451,21,40.857748,-74.224123,2015,2,Thu,18
2020-08-08 12:36:00,872,208,523,3,1,ELECTRICAL FIRE,Residential - Single Family,BRONX,10001,19,40.906177,-73.814156,2020,8,Mon,12
2020-04-02 14:35:00,1089,189,699,1,4,OUTSIDE FIRE,Educational,STATEN ISLAND,10302,32,40.537682,-73.875472,2020,4,Mon,14
2016-01-05 10:30:00,641,188,299,1,3,ELECTRICAL FIRE,Transportation,MANHATTAN,10301,33,40.87927,-73.747625,2016,1,Wed,10
2022-07-13 21:24:00,1082,395,440,1,1,MAJOR FIRE,Educational,MANHATTAN,11201,41,40.66041,-74.111135,2022,7,Thu,21
2018-10-02 10:02:00,1096,428,516,1,0,UTILITY EMERGENCY,Storage,BRONX,10451,50,40.821269,-73.717964,2018,10,Wed,10
2016-09-28 03:36:00,1533,387,1007,1,1,GARBAGE FIRE,Educational,QUEENS,11368,8,40.601823,-74.040905,2016,9,Thu,3
2015-11-01 01:31:00,936,150,665,2,0,ELECTRICAL FIRE,Commercial - Mercantile,BROOKLYN,10301,27,40.887136,-73.757259,2015,11,Wed,1
2021-03-02 12:28:00,1350,221,847,2,2,UNUSUAL INCIDENT,Transportation,BROOKLYN,10002,19,40.633624,-74.036482,2021,3,Thu,12
2016-10-18 21:17:00,840,225,332,3,1,GARBAGE FIRE,Assembly,BROOKLYN,10301,51,40.612163,-74.155846,2016,10,Fri,21
2022-01-01 13:35:00,654,230,317,1,0,OUTSIDE FIRE,Healthcare,BROOKLYN,10451,19,40.640606,-73.711113,2022,1,Fri,13
2015-12-05 16:54:00,957,239,668,2,0,APPLIANCE FIRE,Commercial - Office,STATEN ISLAND,11201,21,40.809426,-74.091914,2015,12,Wed,16
2015-02-04 13:24:00,767,303,331,3,2,MAJOR FIRE,Assembly,MANHATTAN,10451,40,40.754384,-73.75526,2015,2,Thu,13
2020-10-11 14:50:00,1520,500,728,1,3,ELECTRICAL FIRE,Transportation,BROOKLYN,10002,30,40.898755,-73.918201,2020,10,Fri,14
2021-02-19 06:11:00,599,179,288,2,1,MAJOR FIRE,Storage,BRONX,11201,8,40.560913,-74.190158,2021,2,Sun,6
2023-05-24 02:25:00,880,115,537,1,0,UTILITY EMERGENCY,Assembly,QUEENS,10002,42,40.60016,-74.193704,2023,5,Mon,2
2019-06-07 19:06:00,982,389,349,2,0,OUTSIDE FIRE,Commercial - Office,MANHATTAN,11368,41,40.625377,-73.745609,2019,6,Tue,19
2017-09-04 21:32:00,950,227,445,2,0,GARBAGE FIRE,Educational,BRONX,10452,45,40.900662,-74.081188,2017,9,Tue,21
2022-10-01 17:59:00,658,243,372,6,1,APPLIANCE FIRE,Healthcare,QUEENS,10001,20,40.602546,-74.036326,2022,10,Tue,17
2020-06-08 20:21:00,1130,817,220,4,2,UTILITY EMERGENCY,Educational,STATEN ISLAND,11368,2,40.671687,-73.980691,2020,6,Wed,20
2017-07-13 19:25:00,579,234,216,1,0,CAR FIRE,Residential - Single Family,BROOKLYN,10301,7,40.857203,-73.83021,2017,7,Mon,19
2020-08-16 11:46:00,569,110,173,1,1,ELECTRICAL FIRE,Residential - Multifamily,BRONX,10451,18,40.52867,-73.999713,2020,8,Sat,11
2021-10-23 20:03:00,830,570,250,2,1,UNUSUAL INCIDENT,Transportation,BROOKLYN,10452,31,40.587662,-74.2183,2021,10,Sun,20
2020-06-19 23:20:00,732,293,298,2,1,OUTSIDE FIRE,Industrial,BROOKLYN,10031,23,40.734757,-73.958774,2020,6,Sun,23
2022-03-05 01:31:00,698,351,167,1,1,CAR FIRE,Educational,BRONX,11368,10,40.755551,-73.899163,2022,3,Tue,1
2022-02-01 05:35:00,577,296,257,5,0,APPLIANCE FIRE,Educational,QUEENS,10452,2,40.85925,-73.796478,2022,2,Sat,5
2015-06-17 16:09:00,845,219,351,2,1,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10451,37,40.810947,-74.020003,2015,6,Thu,16
2016-03-10 14:15:00,551,164,211,1,1,OUTSIDE FIRE,Healthcare,BROOKLYN,10451,10,40.810436,-73.96091,2016,3,Mon,14
2018-06-17 02:47:00,714,325,176,2,1,UTILITY EMERGENCY,Commercial - Mercantile,BROOKLYN,11368,19,40.583137,-74.185128,2018,6,Wed,2
2023-04-08 07:54:00,857,300,307,2,3,CAR FIRE,Industrial,QUEENS,10001,16,40.758939,-73.830668,2023,4,Sun,7
2016-09-14 04:54:00,990,265,716,1,2,MAJOR FIRE,Commercial - Office,MANHATTAN,11205,11,40.565749,-74.236988,2016,9,Sat,4
2024-07-15 03:02:00,1147,204,939,3,1,UNUSUAL INCIDENT,Storage,QUEENS,11205,17,40.71392,-74.005985,2024,7,Wed,3
2021-06-16 03:08:00,932,448,267,2,1,MAJOR FIRE,Educational,STATEN ISLAND,10031,8,40.783792,-73.781768,2021,6,Fri,3
2019-04-04 06:07:00,714,257,276,4,0,STRUCTURAL FIRE,Assembly,MANHATTAN,11205,3,40.816829,-73.851758,2019,4,Fri,6
2017-04-05 07:19:00,878,287,299,1,0,GARBAGE FIRE,Commercial - Office,BROOKLYN,11368,48,40.735983,-73.901799,2017,4,Fri,7
2022-09-18 19:14:00,1000,265,541,2,0,NONSTRUCTURAL FIRE,Healthcare,QUEENS,11205,18,40.744227,-73.833449,2022,9,Tue,19
2019-07-23 12:15:00,905,359,366,1,2,APPLIANCE FIRE,Residential - Single Family,BRONX,10451,7,40.65475,-74.062121,2019,7,Tue,12
2024-11-23 17:36:00,966,223,688,3,0,CAR FIRE,Assembly,QUEENS,11205,13,40.854517,-74.165124,2024,11,Wed,17
2017-09-17 01:28:00,1065,558,370,1,3,CAR FIRE,Residential - Single Family,BRONX,11205,32,40.690125,-73.931325,2017,9,Sat,1
2020-07-15 19:46:00,466,171,210,2,0,STRUCTURAL FIRE,Residential - Multifamily,BROOKLYN,10001,34,40.854709,-73.730306,2020,7,Sun,19
2019-01-23 02:25:00,779,258,249,1,0,CAR FIRE,Healthcare,BRONX,10301,36,40.85013,-73.823911,2019,1,Wed,2
2017-05-11 15:36:00,733,293,236,3,0,APPLIANCE FIRE,Commercial - Office,BROOKLYN,10002,8,40.728395,-73.965669,2017,5,Fri,15
2023-08-15 18:53:00,908,215,490,1,2,GARBAGE FIRE,Assembly,BROOKLYN,10031,9,40.662797,-73.802212,2023,8,Sun,18
2016-06-20 09:35:00,611,362,204,1,1,STRUCTURAL FIRE,Storage,BROOKLYN,10302,24,40.860981,-74.187256,2016,6,Thu,9
2018-02-23 00:45:00,593,205,340,1,4,STRUCTURAL FIRE,Healthcare,QUEENS,10452,40,40.654565,-73.701573,2018,2,Mon,0
2020-06-02 20:17:00,694,296,335,2,1,ELECTRICAL FIRE,Industrial,MANHATTAN,10031,38,40.72374,-74.164469,2020,6,Fri,20
2020-10-12 22:39:00,828,272,362,1,2,UTILITY EMERGENCY,Healthcare,BROOKLYN,10302,21,40.599626,-73.936549,2020,10,Sat,22
2022-08-08 02:22:00,641,299,138,3,1,GARBAGE FIRE,Assembly,QUEENS,10452,18,40.716387,-73.936706,2022,8,Thu,2
2019-02-13 05:04:00,715,391,245,2,3,STRUCTURAL FIRE,Transportation,MANHATTAN,10031,44,40.673084,-73.917124,2019,2,Sat,5
2020-02-12 06:37:00,966,482,328,2,0,STRUCTURAL FIRE,Healthcare,BRONX,11201,24,40.589387,-73.81007,2020,2,Thu,6
2022-09-14 01:29:00,544,208,203,1,2,GARBAGE FIRE,Residential - Single Family,STATEN ISLAND,10452,23,40.826517,-73.803665,2022,9,Wed,1
2018-07-20 22:08:00,1064,338,598,4,0,OUTSIDE FIRE,Healthcare,QUEENS,10001,5,40.852827,-73.958564,2018,7,Sun,22
2017-05-01 14:54:00,641,149,304,3,3,STRUCTURAL FIRE,Commercial - Office,MANHATTAN,10301,16,40.862314,-73.725068,2017,5,Sun,14
2023-12-23 14:21:00,812,380,277,2,4,MAJOR FIRE,Residential - Multifamily,BROOKLYN,10002,39,40.723946,-73.897202,2023,12,Wed,14
2016-10-14 02:43:00,920,402,297,2,1,STRUCTURAL FIRE,Educational,BRONX,10451,17,40.651061,-74.002179,2016,10,Mon,2
2017-01-25 18:26:00,849,234,353,4,1,OUTSIDE FIRE,Commercial - Mercantile,MANHATTAN,10301,3,40.611568,-73.722842,2017,1,Thu,18
2017-04-14 22:29:00,1210,558,544,3,0,ELECTRICAL FIRE,Educational,BRONX,10301,26,40.583415,-73.816881,2017,4,Thu,22
2024-03-17 05:32:00,752,336,359,2,1,CAR FIRE,Residential - Multifamily,BROOKLYN,11201,42,40.885329,-74.096218,2024,3,Sat,5
2017-12-24 20:08:00,998,648,198,1,2,UNUSUAL INCIDENT,Commercial - Mercantile,BRONX,10301,2,40.730055,-73.973814,2017,12,Mon,20
2015-01-06 17:53:00,1111,348,675,1,1,UNUSUAL INCIDENT,Storage,BROOKLYN,10451,3,40.686214,-74.201595,2015,1,Sat,17
2018-10-21 16:06:00,770,152,467,1,4,CAR FIRE,Assembly,STATEN ISLAND,10451,24,40.696283,-73.862316,2018,10,Fri,16
2018-10-17 21:28:00,698,223,221,3,2,OUTSIDE FIRE,Educational,BROOKLYN,10031,46,40.666765,-74.176201,2018,10,Thu,21
2021-03-12 22:25:00,836,161,429,3,0,NONSTRUCTURAL FIRE,Commercial - Office,MANHATTAN,10001,28,40.837373,-74.006738,2021,3,Thu,22
2015-03-24 16:20:00,1241,743,226,2,0,MAJOR FIRE,Assembly,MANHATTAN,10302,38,40.508297,-73.713416,2015,3,Tue,16
2023-05-07 10:11:00,1211,488,455,3,2,CAR FIRE,Educational,BROOKLYN,11368,8,40.752915,-73.714164,2023,5,Mon,10
2023-12-12 08:33:00,1337,521,660,5,0,GARBAGE FIRE,Transportation,BROOKLYN,10452,40,40.841048,-74.187086,2023,12,Thu,8
2017-04-13 20:36:00,1179,287,610,2,2,STRUCTURAL FIRE,Educational,MANHATTAN,10301,23,40.530705,-74.201735,2017,4,Sun,20
2021-02-23 09:20:00,870,223,533,3,0,UTILITY EMERGENCY,Residential - Single Family,MANHATTAN,11205,27,40.562392,-74.259807,2021,2,Sat,9
2019-12-06 22:44:00,750,207,470,2,0,UNUSUAL INCIDENT,Residential - Multifamily,BROOKLYN,10452,16,40.530755,-74.186544,2019,12,Tue,22
2024-06-22 01:00:00,960,478,420,1,0,MAJOR FIRE,Transportation,BROOKLYN,10001,31,40.502789,-74.046132,2024,6,Mon,1
2015-04-27 14:24:00,835,318,230,3,2,GARBAGE FIRE,Industrial,QUEENS,11201,45,40.790096,-73.808314,2015,4,Tue,14
2020-01-09 23:15:00,787,251,306,1,1,UTILITY EMERGENCY,Commercial - Mercantile,BROOKLYN,10302,26,40.528513,-74.187528,2020,1,Sat,23
2020-08-14 15:17:00,1359,348,843,1,1,UNUSUAL INCIDENT,Commercial - Office,BROOKLYN,10452,4,40.594886,-74.119664,2020,8,Wed,15
2022-12-11 18:46:00,825,318,306,2,0,UTILITY EMERGENCY,Storage,BRONX,11368,14,40.906858,-73.712648,2022,12,Thu,18
2021-03-15 14:59:00,853,260,498,1,0,ELECTRICAL FIRE,Storage,BRONX,10302,21,40.711926,-74.242418,2021,3,Wed,14
2018-11-13 10:39:00,441,242,194,1,0,STRUCTURAL FIRE,Commercial - Mercantile,STATEN ISLAND,11368,1,40.553357,-73.860231,2018,11,Wed,10
2015-12-16 05:51:00,511,170,279,2,3,STRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,11368,13,40.56196,-73.831386,2015,12,Wed,5
2018-10-05 07:08:00,955,161,794,4,1,STRUCTURAL FIRE,Transportation,QUEENS,10451,6,40.533596,-74.112724,2018,10,Mon,7
2015-12-17 18:48:00,482,248,218,1,0,UTILITY EMERGENCY,Educational,BROOKLYN,10302,7,40.532917,-74.110007,2015,12,Sat,18
2022-10-22 13:49:00,1010,200,687,1,1,UTILITY EMERGENCY,Residential - Single Family,QUEENS,10031,2,40.815533,-73.878699,2022,10,Sun,13
2015-09-14 13:04:00,865,167,526,4,4,STRUCTURAL FIRE,Healthcare,QUEENS,10031,5,40.569547,-74.001958,2015,9,Thu,13
2023-09-08 11:48:00,1016,516,291,1,3,CAR FIRE,Assembly,STATEN ISLAND,10002,38,40.513964,-74.15528,2023,9,Sun,11
2017-12-03 03:21:00,653,318,335,3,1,MAJOR FIRE,Educational,MANHATTAN,11201,10,40.785585,-74.144599,2017,12,Tue,3
2018-04-02 00:47:00,891,320,431,3,1,MAJOR FIRE,Residential - Single Family,BROOKLYN,10002,25,40.814274,-73.98422,2018,4,Thu,0
2016-12-25 18:36:00,1013,130,606,2,4,STRUCTURAL FIRE,Healthcare,MANHATTAN,10451,7,40.756693,-74.211104,2016,12,Fri,18
2021-12-16 07:51:00,748,247,297,3,0,NONSTRUCTURAL FIRE,Commercial - Mercantile,QUEENS,10001,36,40.501783,-73.864383,2021,12,Tue,7
2021-08-08 20:11:00,890,234,540,2,0,UNUSUAL INCIDENT,Residential - Multifamily,QUEENS,11201,11,40.623934,-74.221356,2021,8,Tue,20
