COLLISION_ID,CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_MOTORIST_INJURED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,YEAR,MONTH,DAY_OF_WEEK,HOUR,IS_WEEKEND
4004270,06/06/2024,01:26,BRONX,11273,40.634164,-74.202789,1,0,0,0,1,Following Too Closely,Traffic Control Disregarded,Pick-up Truck,,2024,6,Thu,1,0
4004271,01/20/2016,08:08,QUEENS,10593,40.674036,-74.098728,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Bike,Motorcycle,2016,1,Sat,8,1
4004272,06/21/2018,10:28,BROOKLYN,10091,40.594395,-74.19644,0,0,0,0,0,Following Too Closely,Following Too Closely,Motorcycle,Van,2018,6,Sun,10,0
4004273,05/27/2015,02:07,QUEENS,10837,40.815401,-74.015002,2,0,1,1,0,Pavement Slippery,Unsafe Lane Changing,Sedan,Pick-up Truck,2015,5,Mon,2,0
4004274,02/06/2018,18:53,BRONX,10914,40.577483,-74.115743,1,0,0,0,1,Driver Inattention,Driver Inattention,Pick-up Truck,Motorcycle,2018,2,Thu,18,0
4004275,10/17/2019,04:51,BRONX,10340,40.828819,-73.965249,0,0,0,0,0,Backing Unsafely,Unsafe Lane Changing,Sedan,Taxi,2019,10,Sun,4,0
4004276,11/06/2020,16:38,BROOKLYN,10581,40.730225,-73.895279,3,0,1,0,2,Failure to Yield,Unsafe Lane Changing,Bike,Sedan,2020,11,Tue,16,1
4004277,05/14/2016,10:01,BRONX,11062,40.6886,-73.724208,0,0,0,0,0,Backing Unsafely,Pavement Slippery,Taxi,E-Bike,2016,5,Fri,10,1
4004278,07/07/2019,00:55,MANHATTAN,11513,40.637569,-73.725305,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Taxi,Bike,2019,7,Sat,0,0
4004279,12/06/2019,00:16,BROOKLYN,11043,40.550309,-73.859119,0,0,0,0,0,Following Too Closely,Following Too Closely,Sedan,Bus,2019,12,Tue,0,0
4004280,12/04/2018,13:38,BRONX,10879,40.829955,-73.889338,0,0,0,0,0,Following Too Closely,Passing Too Closely,Sedan,Van,2018,12,Sat,13,1
4004281,01/06/2022,12:37,QUEENS,11139,40.703857,-73.991442,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Taxi,Taxi,2022,1,Fri,12,1
4004282,11/02/2024,19:35,QUEENS,10146,40.585823,-73.879389,0,0,0,0,0,Unspecified,Pavement Slippery,Sedan,Station Wagon/SUV,2024,11,Wed,19,0
4004283,11/01/2021,12:13,MANHATTAN,11462,40.897838,-73.779131,4,0,0,1,3,Unsafe Speed,Failure to Yield,Bike,Van,2021,11,Sun,12,0
4004284,05/22/2016,08:22,QUEENS,11149,40.571338,-73.732755,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Van,Sedan,2016,5,Sat,8,1
4004285,08/16/2022,20:00,STATEN ISLAND,11600,40.649951,-73.821736,0,0,0,0,0,Failure to Yield,Failure to Yield,Station Wagon/SUV,Ambulance,2022,8,Tue,20,1
4004286,11/17/2022,07:00,BROOKLYN,11591,40.624852,-73.810847,1,0,0,0,1,Unsafe Lane Changing,Following Too Closely,Taxi,Taxi,2022,11,Sat,7,0
4004287,08/10/2019,10:02,BROOKLYN,10112,40.57196,-74.133683,4,0,1,0,3,Alcohol Involvement,Driver Inattention,Sedan,Motorcycle,2019,8,Fri,10,0
4004288,08/20/2021,02:39,BROOKLYN,10067,40.742819,-73.76955,0,0,0,0,0,Passing Too Closely,Unspecified,Taxi,,2021,8,Fri,2,0
4004289,01/06/2018,15:22,BROOKLYN,10249,40.506564,-73.836399,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Sedan,2018,1,Sat,15,0
4004290,08/06/2019,19:27,QUEENS,10476,40.839737,-74.071268,0,0,0,0,0,Backing Unsafely,Pavement Slippery,Station Wagon/SUV,Bus,2019,8,Tue,19,0
4004291,08/08/2017,20:15,BROOKLYN,10497,40.788007,-74.178271,2,0,1,1,0,Passing Too Closely,Driver Inattention,E-Bike,Taxi,2017,8,Mon,20,0
4004292,05/12/2018,11:28,QUEENS,10131,40.598802,-74.13257,0,0,0,0,0,Pavement Slippery,Following Too Closely,Station Wagon/SUV,Sedan,2018,5,Fri,11,1
4004293,11/11/2018,01:32,BROOKLYN,11421,40.840398,-74.192903,0,0,0,0,0,Failure to Yield,Alcohol Involvement,Sedan,,2018,11,Tue,1,0
4004294,11/01/2021,18:31,QUEENS,11100,40.867335,-74.03134,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Taxi,Van,2021,11,Wed,18,0
4004295,06/01/2024,00:54,BROOKLYN,11646,40.80066,-73.704451,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Bus,Ambulance,2024,6,Fri,0,0
4004296,02/27/2024,22:46,QUEENS,10637,40.520298,-74.156887,3,0,0,0,3,Failure to Yield,Following Too Closely,E-Bike,Bike,2024,2,Sat,22,1
4004297,02/08/2024,15:22,QUEENS,11285,40.689818,-73.979692,1,0,0,1,0,Following Too Closely,Following Too Closely,Taxi,E-Bike,2024,2,Sat,15,1
4004298,01/13/2015,05:46,QUEENS,10208,40.536285,-74.234967,0,0,0,0,0,Pavement Slippery,Failure to Yield,Ambulance,Taxi,2015,1,Sat,5,0
4004299,10/05/2021,10:46,BRONX,10619,40.507624,-73.767271,0,0,0,0,0,Traffic Control Disregarded,Backing Unsafely,Sedan,Motorcycle,2021,10,Mon,10,0
4004300,03/05/2019,01:45,STATEN ISLAND,10787,40.592927,-73.788775,0,0,0,0,0,Traffic Control Disregarded,Unsafe Lane Changing,Taxi,Bike,2019,3,Sat,1,0
4004301,02/10/2022,08:52,BRONX,10842,40.874688,-74.250356,0,0,0,0,0,Unspecified,Following Too Closely,Sedan,Taxi,2022,2,Sat,8,1
4004302,11/19/2022,18:32,BRONX,10511,40.655149,-74.098174,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Van,Van,2022,11,Thu,18,0
4004303,08/10/2020,18:54,MANHATTAN,10921,40.837184,-73.98384,0,0,0,0,0,Traffic Control Disregarded,Unsafe Speed,Sedan,Bike,2020,8,Sat,18,0
4004304,05/26/2017,12:58,QUEENS,11334,40.86151,-74.0294,1,0,0,0,1,Failure to Yield,Unsafe Lane Changing,Ambulance,Taxi,2017,5,Fri,12,1
4004305,07/09/2016,00:57,BROOKLYN,10557,40.631124,-73.894755,2,0,0,0,2,Traffic Control Disregarded,Unsafe Speed,E-Bike,Van,2016,7,Sat,0,0
4004306,02/26/2023,09:41,BRONX,10503,40.865421,-74.0738,1,0,0,1,0,Backing Unsafely,Failure to Yield,Ambulance,,2023,2,Tue,9,0
4004307,08/08/2022,14:32,BRONX,11563,40.750288,-74.211211,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Pick-up Truck,,2022,8,Tue,14,0
4004308,01/10/2024,06:37,MANHATTAN,10566,40.540724,-73.816176,0,0,0,0,0,Following Too Closely,Failure to Yield,Sedan,Sedan,2024,1,Fri,6,1
4004309,04/28/2019,00:02,QUEENS,11126,40.804884,-73.837273,1,0,0,0,1,Backing Unsafely,Failure to Yield,Sedan,Ambulance,2019,4,Mon,0,0
4004310,07/24/2024,23:33,BRONX,11690,40.674401,-74.046863,1,0,0,0,1,Driver Inattention,Pavement Slippery,Sedan,Bus,2024,7,Thu,23,1
4004311,11/03/2017,17:48,QUEENS,10801,40.749247,-74.197617,2,0,0,1,1,Alcohol Involvement,Driver Inattention,Sedan,Van,2017,11,Sat,17,1
4004312,01/13/2021,02:27,BROOKLYN,11436,40.698907,-74.08562,4,0,1,1,2,Following Too Closely,Pavement Slippery,Station Wagon/SUV,Motorcycle,2021,1,Tue,2,0
4004313,03/11/2016,14:07,MANHATTAN,10657,40.901748,-73.808894,0,0,0,0,0,Failure to Yield,Failure to Yield,Station Wagon/SUV,E-Bike,2016,3,Sun,14,0
4004314,03/25/2019,14:48,QUEENS,11518,40.787013,-73.9307,0,0,0,0,0,Backing Unsafely,Unspecified,Pick-up Truck,Motorcycle,2019,3,Tue,14,0
4004315,05/05/2018,15:08,MANHATTAN,10019,40.590525,-74.106282,0,0,0,0,0,Pavement Slippery,Passing Too Closely,Sedan,Ambulance,2018,5,Wed,15,1
4004316,03/01/2019,09:04,QUEENS,10857,40.823849,-74.229446,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield,Sedan,Bike,2019,3,Tue,9,0
4004317,12/02/2024,23:30,BRONX,10296,40.779286,-73.774432,0,0,0,0,0,Pavement Slippery,Backing Unsafely,Sedan,,2024,12,Fri,23,0
4004318,04/12/2019,21:52,BROOKLYN,10298,40.713574,-74.11355,0,0,0,0,0,Failure to Yield,Unspecified,Sedan,,2019,4,Tue,21,0
4004319,06/23/2015,22:34,BRONX,11331,40.891449,-74.022779,1,0,0,0,1,Unspecified,Alcohol Involvement,Sedan,Bike,2015,6,Wed,22,0
4004320,04/13/2024,00:57,BRONX,11652,40.695446,-74.04521,0,0,0,0,0,Unsafe Speed,Alcohol Involvement,Sedan,,2024,4,Sun,0,0
4004321,01/17/2022,16:34,MANHATTAN,11070,40.726238,-73.93285,2,1,0,0,2,Unsafe Lane Changing,Unsafe Speed,Bike,,2022,1,Sun,16,0
4004322,07/02/2016,10:04,BRONX,11175,40.813224,-74.026767,0,0,0,0,0,Failure to Yield,Backing Unsafely,Station Wagon/SUV,Ambulance,2016,7,Sat,10,0
4004323,08/21/2023,01:32,MANHATTAN,10787,40.838708,-73.78274,0,0,0,0,0,Following Too Closely,Following Too Closely,Sedan,Bus,2023,8,Fri,1,0
4004324,07/21/2018,05:46,BROOKLYN,10825,40.763899,-74.068594,1,0,0,0,1,Pavement Slippery,Traffic Control Disregarded,Bike,Taxi,2018,7,Sat,5,0
4004325,05/06/2022,11:12,BRONX,10117,40.811163,-73.862084,1,0,1,0,0,Following Too Closely,Alcohol Involvement,Station Wagon/SUV,Bike,2022,5,Fri,11,0
4004326,07/22/2024,22:24,QUEENS,11211,40.821068,-74.207844,0,0,0,0,0,Following Too Closely,Unsafe Speed,Pick-up Truck,Sedan,2024,7,Sun,22,1
4004327,07/27/2017,17:42,BROOKLYN,10336,40.850398,-74.158437,0,0,0,0,0,Failure to Yield,Pavement Slippery,Van,Ambulance,2017,7,Tue,17,1
4004328,01/15/2019,02:23,MANHATTAN,11049,40.789602,-73.937166,0,0,0,0,0,Alcohol Involvement,Failure to Yield,E-Bike,Taxi,2019,1,Thu,2,0
4004329,08/15/2015,12:54,BROOKLYN,11617,40.73951,-74.203664,0,0,0,0,0,Following Too Closely,Backing Unsafely,Motorcycle,Pick-up Truck,2015,8,Mon,12,0
4004330,09/13/2020,12:10,STATEN ISLAND,11244,40.61922,-74.047445,1,0,1,0,0,Alcohol Involvement,Pavement Slippery,Station Wagon/SUV,Bus,2020,9,Sat,12,0
4004331,12/15/2022,01:50,MANHATTAN,11055,40.62117,-73.754203,0,0,0,0,0,Unsafe Speed,Alcohol Involvement,Sedan,E-Bike,2022,12,Sat,1,0
4004332,01/09/2018,01:18,BRONX,11268,40.578394,-74.106876,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Sedan,Bus,2018,1,Wed,1,0
4004333,11/12/2015,00:10,BROOKLYN,10711,40.621328,-74.052525,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,Motorcycle,E-Bike,2015,11,Wed,0,0
4004334,10/07/2024,12:32,QUEENS,10750,40.826173,-74.083922,0,0,0,0,0,Following Too Closely,Backing Unsafely,Bus,Ambulance,2024,10,Sun,12,0
4004335,11/24/2024,15:29,QUEENS,11380,40.788725,-74.032097,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Sedan,E-Bike,2024,11,Sun,15,1
4004336,01/21/2022,00:13,BROOKLYN,10147,40.615378,-73.751729,0,0,0,0,0,Failure to Yield,Backing Unsafely,Bus,Station Wagon/SUV,2022,1,Mon,0,1
4004337,03/09/2020,23:00,MANHATTAN,10076,40.630672,-74.192872,0,0,0,0,0,Passing Too Closely,Failure to Yield,Motorcycle,Station Wagon/SUV,2020,3,Wed,23,1
4004338,08/02/2024,11:30,MANHATTAN,10930,40.901923,-74.218657,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,Taxi,,2024,8,Fri,11,0
4004339,09/07/2022,17:02,QUEENS,10384,40.631668,-74.223943,4,0,2,1,1,Pavement Slippery,Backing Unsafely,Bike,Pick-up Truck,2022,9,Sun,17,1
4004340,12/02/2016,13:42,STATEN ISLAND,10896,40.584776,-73.708772,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,Van,Van,2016,12,Sun,13,1
4004341,02/24/2020,23:24,BRONX,10341,40.659502,-73.826489,0,0,0,0,0,Pavement Slippery,Backing Unsafely,Station Wagon/SUV,Pick-up Truck,2020,2,Thu,23,0
4004342,01/13/2016,08:24,MANHATTAN,10071,40.794346,-73.866778,1,0,1,1,0,Following Too Closely,Failure to Yield,Motorcycle,Station Wagon/SUV,2016,1,Sun,8,0
4004343,11/12/2020,15:50,BRONX,10254,40.64365,-73.840473,2,0,0,0,2,Alcohol Involvement,Driver Inattention,E-Bike,Motorcycle,2020,11,Wed,15,0
4004344,10/21/2020,07:53,BROOKLYN,10583,40.841124,-74.18935,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Sedan,Sedan,2020,10,Tue,7,0
4004345,04/27/2024,03:17,BRONX,11311,40.668081,-74.079289,1,0,0,1,0,Pavement Slippery,Unsafe Speed,Sedan,,2024,4,Tue,3,1
4004346,12/24/2021,13:43,BRONX,10421,40.906854,-74.044371,1,0,1,0,0,Backing Unsafely,Pavement Slippery,Motorcycle,Taxi,2021,12,Tue,13,0
4004347,02/21/2015,13:57,STATEN ISLAND,10236,40.561751,-73.999801,2,0,1,0,1,Failure to Yield,Alcohol Involvement,Taxi,Pick-up Truck,2015,2,Mon,13,1
4004348,09/15/2015,09:53,BROOKLYN,10846,40.504537,-74.22282,2,0,1,2,0,Alcohol Involvement,Traffic Control Disregarded,Sedan,Sedan,2015,9,Mon,9,1
4004349,09/03/2015,00:33,QUEENS,11083,40.648699,-74.084456,0,0,0,0,0,Driver Inattention,Unsafe Speed,Sedan,Motorcycle,2015,9,Fri,0,0
4004350,05/19/2019,13:13,QUEENS,10288,40.603119,-74.081756,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Motorcycle,Van,2019,5,Sun,13,0
4004351,05/06/2015,18:44,QUEENS,11114,40.659752,-73.813461,2,0,0,1,1,Backing Unsafely,Failure to Yield,Station Wagon/SUV,Ambulance,2015,5,Sun,18,1
4004352,09/27/2017,02:43,STATEN ISLAND,10968,40.552003,-74.082518,1,0,0,0,1,Passing Too Closely,Failure to Yield,Station Wagon/SUV,Taxi,2017,9,Sat,2,0
4004353,11/07/2015,21:26,BROOKLYN,11486,40.791614,-73.924999,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,Pick-up Truck,Ambulance,2015,11,Tue,21,0
4004354,07/11/2021,05:30,STATEN ISLAND,10894,40.853666,-73.993241,3,0,0,0,3,Unsafe Lane Changing,Alcohol Involvement,Sedan,E-Bike,2021,7,Sat,5,0
4004355,12/23/2022,06:42,BRONX,10959,40.763385,-73.951134,5,0,3,0,2,Failure to Yield,Backing Unsafely,Station Wagon/SUV,Ambulance,2022,12,Thu,6,0
4004356,02/03/2018,22:01,QUEENS,10145,40.718075,-74.24822,3,0,0,0,3,Unsafe Speed,Unsafe Speed,Sedan,Bus,2018,2,Sun,22,0
4004357,06/02/2023,14:53,MANHATTAN,11337,40.806155,-73.825176,0,0,0,0,0,Backing Unsafely,Pavement Slippery,Motorcycle,Station Wagon/SUV,2023,6,Tue,14,1
4004358,06/21/2022,12:31,BROOKLYN,10402,40.510225,-74.109564,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Ambulance,Station Wagon/SUV,2022,6,Thu,12,0
4004359,10/19/2021,09:36,BRONX,10063,40.812429,-73.975407,0,0,0,0,0,Failure to Yield,Traffic Control Disregarded,Sedan,Sedan,2021,10,Sun,9,0
4004360,01/07/2023,21:33,QUEENS,10944,40.717303,-73.772583,1,0,1,0,0,Driver Inattention,Alcohol Involvement,Station Wagon/SUV,Sedan,2023,1,Wed,21,0
4004361,02/11/2024,17:56,STATEN ISLAND,11370,40.744501,-74.255145,0,0,0,0,0,Unsafe Speed,Failure to Yield,Station Wagon/SUV,,2024,2,Thu,17,0
4004362,02/11/2017,04:57,BROOKLYN,11488,40.880068,-74.034337,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Sedan,Van,2017,2,Fri,4,1
4004363,01/03/2016,11:33,BRONX,11190,40.825269,-73.772576,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,Sedan,E-Bike,2016,1,Wed,11,0
4004364,06/24/2024,12:29,BRONX,10614,40.875642,-73.831088,1,0,0,0,1,Alcohol Involvement,Traffic Control Disregarded,E-Bike,Pick-up Truck,2024,6,Tue,12,1
4004365,03/07/2019,16:32,STATEN ISLAND,10441,40.730446,-73.969369,1,0,0,0,1,Following Too Closely,Pavement Slippery,E-Bike,Bike,2019,3,Sun,16,0
4004366,09/11/2024,18:23,BROOKLYN,11125,40.700824,-74.198211,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Bus,Taxi,2024,9,Sun,18,0
4004367,08/24/2023,03:32,QUEENS,11234,40.60998,-74.103826,1,0,0,0,1,Failure to Yield,Driver Inattention,Motorcycle,E-Bike,2023,8,Mon,3,0
4004368,12/12/2016,14:25,MANHATTAN,11335,40.773769,-74.00886,1,0,0,0,1,Unsafe Lane Changing,Unspecified,Taxi,,2016,12,Thu,14,1
4004369,07/13/2016,20:40,QUEENS,10168,40.622185,-74.12767,3,0,1,1,1,Traffic Control Disregarded,Following Too Closely,Taxi,Taxi,2016,7,Wed,20,0
4004370,05/28/2019,23:35,QUEENS,11248,40.565329,-74.247759,1,0,0,0,1,Traffic Control Disregarded,Unsafe Lane Changing,Sedan,E-Bike,2019,5,Mon,23,0
4004371,03/01/2023,19:40,BROOKLYN,10975,40.771758,-73.704962,0,0,0,0,0,Unspecified,Failure to Yield,Station Wagon/SUV,E-Bike,2023,3,Sat,19,1
4004372,11/28/2023,23:58,MANHATTAN,10602,40.721127,-73.996672,1,0,0,0,1,Unsafe Lane Changing,Traffic Control Disregarded,Sedan,Bike,2023,11,Tue,23,0
4004373,07/07/2024,14:05,QUEENS,10746,40.633823,-74.046051,0,0,0,0,0,Pavement Slippery,Failure to Yield,Station Wagon/SUV,Ambulance,2024,7,Sun,14,0
4004374,06/20/2018,07:56,BROOKLYN,11155,40.710584,-73.90113,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Station Wagon/SUV,E-Bike,2018,6,Tue,7,1
4004375,02/25/2023,22:16,BROOKLYN,10370,40.579706,-73.913433,3,0,1,0,2,Passing Too Closely,Unsafe Speed,Sedan,Station Wagon/SUV,2023,2,Fri,22,0
4004376,05/20/2015,08:23,BROOKLYN,10337,40.730637,-74.226083,1,0,1,0,0,Pavement Slippery,Backing Unsafely,Sedan,Van,2015,5,Sun,8,0
4004377,05/04/2023,13:15,QUEENS,10842,40.779107,-74.125181,5,0,2,2,1,Following Too Closely,Driver Inattention,Station Wagon/SUV,Sedan,2023,5,Tue,13,0
4004378,03/03/2021,08:43,MANHATTAN,10637,40.693676,-74.09109,0,0,0,0,0,Driver Inattention,Unspecified,Bike,Station Wagon/SUV,2021,3,Mon,8,1
4004379,12/17/2023,10:23,QUEENS,11318,40.565138,-73.951354,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,Bus,Bus,2023,12,Thu,10,0
4004380,12/03/2024,06:04,MANHATTAN,11645,40.803746,-73.724524,0,0,0,0,0,Unsafe Speed,Pavement Slippery,Station Wagon/SUV,Station Wagon/SUV,2024,12,Tue,6,1
4004381,02/10/2019,10:23,MANHATTAN,11667,40.887092,-73.89457,0,0,0,0,0,Backing Unsafely,Alcohol Involvement,Sedan,Sedan,2019,2,Tue,10,0
4004382,02/05/2020,21:53,QUEENS,11594,40.692298,-73.741331,0,0,0,0,0,Backing Unsafely,Passing Too Closely,Van,Bus,2020,2,Fri,21,0
4004383,12/28/2015,02:25,QUEENS,11388,40.900829,-73.710058,0,0,0,0,0,Passing Too Closely,Pavement Slippery,Motorcycle,,2015,12,Wed,2,0
4004384,05/26/2016,16:19,BROOKLYN,10773,40.525136,-74.221789,0,0,0,0,0,Driver Inattention,Backing Unsafely,Bus,,2016,5,Sat,16,0
4004385,12/16/2015,17:27,MANHATTAN,10253,40.90499,-73.965782,0,0,0,0,0,Driver Inattention,Driver Inattention,Bike,Sedan,2015,12,Fri,17,0
4004386,11/17/2015,10:19,MANHATTAN,11278,40.764118,-74.072322,3,0,1,1,1,Unsafe Speed,Unsafe Speed,Bike,Pick-up Truck,2015,11,Sat,10,0
4004387,01/02/2021,20:28,BROOKLYN,10945,40.890428,-74.085853,1,0,1,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Station Wagon/SUV,Ambulance,2021,1,Thu,20,0
4004388,06/17/2017,13:33,QUEENS,10222,40.574569,-74.10844,0,0,0,0,0,Failure to Yield,Backing Unsafely,Station Wagon/SUV,Motorcycle,2017,6,Fri,13,1
4004389,09/08/2015,12:56,BRONX,11072,40.695712,-74.116421,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Pick-up Truck,Pick-up Truck,2015,9,Mon,12,0
4004390,01/09/2015,13:50,MANHATTAN,10060,40.900698,-73.967108,0,0,0,0,0,Backing Unsafely,Unsafe Lane Changing,Sedan,E-Bike,2015,1,Sat,13,0
4004391,12/07/2021,22:53,BROOKLYN,10121,40.66001,-73.706737,0,0,0,0,0,Failure to Yield,Driver Inattention,Bus,Bike,2021,12,Wed,22,0
4004392,03/01/2019,21:27,BROOKLYN,11489,40.779845,-73.98742,5,0,1,1,3,Failure to Yield,Driver Inattention,Station Wagon/SUV,Bike,2019,3,Mon,21,0
4004393,11/20/2015,09:55,BRONX,10778,40.577975,-73.889493,1,0,0,1,0,Unsafe Lane Changing,Alcohol Involvement,Sedan,Bus,2015,11,Wed,9,0
4004394,10/08/2022,11:25,MANHATTAN,11413,40.851082,-73.96333,1,0,0,0,1,Pavement Slippery,Alcohol Involvement,Bus,Motorcycle,2022,10,Fri,11,0
4004395,05/09/2020,22:46,MANHATTAN,10505,40.608112,-73.759627,1,0,0,0,1,Alcohol Involvement,Traffic Control Disregarded,Taxi,Sedan,2020,5,Fri,22,0
4004396,03/20/2019,10:31,BROOKLYN,11279,40.563338,-74.139307,0,0,0,0,0,Following Too Closely,Failure to Yield,Bike,,2019,3,Sun,10,0
4004397,02/16/2020,05:20,QUEENS,11606,40.725795,-74.202434,2,0,1,1,0,Following Too Closely,Unsafe Speed,Van,Sedan,2020,2,Sat,5,0
4004398,03/18/2022,04:17,BRONX,11627,40.601296,-74.013013,0,0,0,0,0,Following Too Closely,Failure to Yield,Station Wagon/SUV,Motorcycle,2022,3,Tue,4,1
4004399,12/02/2023,21:11,BROOKLYN,10937,40.813837,-73.934526,0,0,0,0,0,Backing Unsafely,Unsafe Speed,Van,E-Bike,2023,12,Tue,21,0
4004400,07/20/2023,16:34,BROOKLYN,10791,40.843873,-74.172991,0,0,0,0,0,Pavement Slippery,Pavement Slippery,E-Bike,Sedan,2023,7,Wed,16,1
4004401,11/08/2017,20:53,BROOKLYN,10351,40.712849,-73.908595,3,0,3,0,0,Unspecified,Driver Inattention,Bus,E-Bike,2017,11,Fri,20,1
4004402,07/22/2015,12:21,MANHATTAN,11402,40.508685,-74.116276,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield,Pick-up Truck,Bus,2015,7,Fri,12,1
4004403,05/26/2024,16:52,STATEN ISLAND,10913,40.659801,-74.209289,0,0,0,0,0,Passing Too Closely,Following Too Closely,Van,Sedan,2024,5,Thu,16,0
4004404,02/24/2020,20:56,QUEENS,10431,40.511988,-73.746925,3,0,1,0,2,Passing Too Closely,Unsafe Speed,Sedan,Taxi,2020,2,Thu,20,0
4004405,01/27/2021,01:28,BROOKLYN,11254,40.868697,-74.236143,1,0,0,0,1,Passing Too Closely,Unsafe Lane Changing,Taxi,Station Wagon/SUV,2021,1,Thu,1,0
4004406,03/18/2020,09:18,BROOKLYN,10871,40.612186,-74.232248,1,0,0,1,0,Pavement Slippery,Pavement Slippery,Sedan,Sedan,2020,3,Thu,9,0
4004407,07/16/2019,04:17,BRONX,10385,40.899424,-73.708489,2,0,0,0,2,Backing Unsafely,Unspecified,Taxi,Pick-up Truck,2019,7,Fri,4,0
4004408,01/19/2024,03:55,QUEENS,10620,40.621828,-74.063895,2,0,0,1,1,Unspecified,Failure to Yield,Bike,Pick-up Truck,2024,1,Tue,3,0
4004409,07/26/2019,12:17,QUEENS,11189,40.678886,-73.941953,2,0,0,0,2,Backing Unsafely,Following Too Closely,Station Wagon/SUV,Bike,2019,7,Thu,12,0
4004410,06/22/2024,19:43,QUEENS,11676,40.503649,-74.153094,2,0,0,0,2,Unsafe Lane Changing,Traffic Control Disregarded,Sedan,Ambulance,2024,6,Fri,19,0
4004411,04/26/2017,21:46,BRONX,10901,40.893467,-74.018127,2,0,0,1,1,Backing Unsafely,Failure to Yield,Sedan,E-Bike,2017,4,Wed,21,0
4004412,10/01/2018,07:48,MANHATTAN,10451,40.704038,-74.218488,0,0,0,0,0,Failure to Yield,Following Too Closely,Sedan,Bus,2018,10,Mon,7,1
4004413,06/14/2024,05:15,MANHATTAN,10743,40.551896,-74.245142,1,0,0,0,1,Driver Inattention,Alcohol Involvement,Sedan,Station Wagon/SUV,2024,6,Thu,5,0
4004414,04/22/2017,16:43,STATEN ISLAND,10003,40.838271,-73.700255,0,0,0,0,0,Unsafe Speed,Passing Too Closely,Sedan,Van,2017,4,Fri,16,0
4004415,05/27/2023,10:57,MANHATTAN,10004,40.614824,-74.14537,1,0,0,0,1,Unsafe Lane Changing,Unspecified,Van,Ambulance,2023,5,Sat,10,1
4004416,03/06/2017,03:58,BROOKLYN,11669,40.504035,-74.043507,3,0,0,2,1,Unsafe Lane Changing,Unsafe Speed,Pick-up Truck,Van,2017,3,Wed,3,0
4004417,10/12/2019,13:55,STATEN ISLAND,10618,40.776423,-73.927893,0,0,0,0,0,Passing Too Closely,Backing Unsafely,Motorcycle,,2019,10,Sun,13,1
4004418,09/01/2020,06:18,BROOKLYN,10036,40.605762,-73.970079,1,0,1,1,0,Traffic Control Disregarded,Backing Unsafely,Sedan,Bike,2020,9,Wed,6,0
4004419,01/19/2022,16:48,QUEENS,11640,40.892615,-74.05779,0,0,0,0,0,Following Too Closely,Unsafe Speed,Sedan,E-Bike,2022,1,Fri,16,0
4004420,07/01/2024,14:51,BRONX,10521,40.571458,-74.248626,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Station Wagon/SUV,E-Bike,2024,7,Sun,14,0
4004421,05/22/2020,18:08,BROOKLYN,10236,40.615045,-73.978536,1,0,1,0,0,Following Too Closely,Following Too Closely,Station Wagon/SUV,Taxi,2020,5,Thu,18,0
4004422,09/25/2020,12:32,BROOKLYN,10377,40.733274,-73.730919,0,0,0,0,0,Driver Inattention,Pavement Slippery,Sedan,Bus,2020,9,Sun,12,1
4004423,02/06/2020,02:55,BROOKLYN,10592,40.884075,-73.845731,2,0,0,0,2,Alcohol Involvement,Passing Too Closely,Station Wagon/SUV,Taxi,2020,2,Wed,2,1
